"RecipeInstructions","Name","Images","Keywords","RecipeIngredientQuantities","RecipeIngredientParts","AggregatedRating","ReviewCount","RecipeId","RecipeCategory"
"Saute the chicken breasts for 3 minutes in a skillet with some non-fat cooking spray if needed., Add the onions, garlic and bell pepper and saute for 5 minutes., Transfer to a large saucepan and add the chicken stock, salsa, chicken stock cube, cayenne, cumin and corn., Simmer over a low heat for 30 minutes., Serve hot and enjoy!","Ww Chicken Tortilla Soup Without the Tortillas","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/12/69/picryGPMV.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/12/69/pice1IJKY.jpg","Chicken, Poultry, Meat, Mexican, Low Cholesterol, Healthy, Spicy, Weeknight, < 60 Mins","2, 1, 1, 3, 1, 4, 1 1/2, 1, 1/2, 1/4, 1","skinless chicken breasts, onion, red onion, garlic cloves, green bell pepper, salsa, cayenne, cumin, corn","5","7","411269","Chicken Breast"
"Place chicken breasts between two sheets of plastic wrap and flatten to a 1/4-inch thickness with a rolling pin or mallet., Preheat broiler. Spray both sides of chicken with cooking spray then sprinkle with Cajun seasoning and garlic and rub inches., Broil (or grill) chicken breasts 5 minutes each side.","Blackened Chicken","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/14/04/lOqxZG3BSCSEW0QMJ9h3_15557508048.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/14/04/picb47jrr.jpg","Chicken, Poultry, Meat, < 30 Mins, Easy","4, NA, 4, 1","boneless skinless chicken breasts, garlic, onion powder","5","2","411404","Chicken Breast"
"Preheat oven to 425.  Meanwhile, in a shallow dish combine bread crumbs, cheese, parsley, basil and garlic powder.  Pour milk into another shallow dish., Dip chicken pieces into milk, then roll them in the crumb mixture.  Place coated pieces in an ungreased 13 x 9 baking dish., Bake in the 425 oven for about 15-20 min or until poultry is tender and no longer pink.  To serve, transfer to a serving platter.","Healthy Chicken Romano","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/17/37/picDwbDEa.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/17/37/picKLqO5v.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/17/37/picA8O85y.jpg","Very Low Carbs, High Protein, Egg Free, Healthy, Free Of..., High In..., Weeknight, < 30 Mins, Beginner Cook, Easy, Inexpensive","3, 2, 1, 1/2, 1/8, 1/4, 4","romano cheese, parmesan cheese, dried parsley, dried basil, garlic powder, skim milk, boneless skinless chicken breasts","5","3","411737","European"
"Pre heat oven to 180 C., Brush 22 cm springform pan with melted butter., Line base of tin with baking paper., Soak currants and sultanas in Madeira for 15 minutes., Place ricotta, sugar, polenta, milk, rind and juice in large mixing bowl., Add soaked fruit and Madeira, combine with wooden spoon., Pour batter into tin., Bake 45 - 50 minutes or until skewer comes out clean., Serve with whipped cream and fruit if desired.","Polenta Ricotta Cake","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/29/06/picRJDLdG.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/29/06/picS683ir.jpg","Egg Free, Free Of..., Weeknight, Brunch, < 4 Hours, Inexpensive","1/2, 1/2, 1/2, 250, 3/4, 1 1/2, 1/2, 1, 1/2","currants, sultana, madeira wine, ricotta cheese, sugar, polenta, milk, orange, rind of","2.5","2","412906","Dessert"
"Heat oil, in a large skillet over medium-high heat., Season chicken with salt and pepper., When oil smokes, add chicken to the pan., and cook 6 minutes on each side., Remove from pan and cover with foil, Reduce heat under pan to medium, add shallots, garlic and rosemary to pan and cook 2-3 minutes., Add honey, stir in Dijon and lemon juice., Add chicken back to the pan and coat on all sides with the bubbling glaze. Turn off heat., Garnish with toasted nuts, if using.","Honey Rosemary Chicken Breasts - Rachael Ray","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/35/94/picvz89Mk.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/35/94/picvz89Mk.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/35/94/picnXFY1G.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/35/94/picH90x1n.jpg","Chicken, Poultry, Meat, Weeknight, < 30 Mins","2, NA, 2, 1, 2, 2, 1/4, 1, 1/2, 2","boneless skinless chicken breasts, shallot, garlic cloves, rosemary, honey, Dijon mustard, lemon, pine nuts","5","5","413594","Chicken Breast"
"Heat oil in electric skillet at 350., Add chicken and brown., Add remaining ingredients except soy sauce and cornstarch., Turn heat control down until light goes out., Cover and simmer 20 minutes., Mix soy sauce and cornstarch., Stir into chow mein to thicken., Serve over cooked rice with chow mein noodles.","Chicken Chow Mein for an Electric Skillet","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/39/42/pickupdoy.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/39/42/picp6fJRD.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/39/42/picH1zSL7.jpg","Chicken Breast, Chicken, Poultry, Meat, Chinese, Asian, Low Cholesterol, Healthy, < 60 Mins","4, 1, 1, 1, 2, 2, 1, 1/3, 3","boneless chicken breasts, bean sprouts, mushrooms, sliced water chestnuts, celery, onion, soy sauce, cornstarch","NA","NA","413942","One Dish Meal"
"In a large bowl, mix together barbecue sauce, pineapple with juice, green bell pepper, onion, and garlic., Arrange 4 of the chicken breasts in the bottom of a slow cooker., Pour half of the barbecue sauce over the chicken., Place remaining chicken in slow cooker, and pour remaining sauce over the top., Cover, and cook on Low for 8 to 9 hours.","Slow Cooker Sweet and Tangy Chicken","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/48/06/qBaMg8hRz690EX0AoRZu-bth_00207089-cc99-4369-9f56-a80f9f96cb6a_zps55f72c, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/48/06/pic3mTwPZ.jpg","Chicken, Pineapple, Poultry, Tropical Fruits, Fruit, Meat, Healthy","2, 1, 1, 1, 2, 8","barbecue sauce, pineapple chunks, green bell pepper, onion, garlic cloves, boneless skinless chicken breast halves","5","8","414806","Chicken Breast"
"Preheat oven to 400°F  Place tomatoes in a medium bowl.  Add stuffing mix and garlic; stir just until stuffing mix is miostened.  Set aside., Place chicken in 13x9-inch baking dish; sprinkle with basil and cheese.  Top with stuffing mixture., Bake 30 minutes, or until chicken is cooked through.","Bruschetta Chicken Bake","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/63/92/ONTYWVvHQhOlk6my35qz-Chicken-Burschetta2.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/63/92/PK4AUSbITaC5krz4CG8m-Chicken-Burschetta-plate-1.jpg","Chicken Breast, Chicken, Poultry, Meat, Very Low Carbs, High Protein, Healthy, High In..., < 60 Mins, Easy","1, 1, 2, 1.5, 1, 1","stewed tomatoes, chicken, garlic cloves, boneless skinless chicken breasts, basil leaves, mozzarella cheese","5","4","416392","One Dish Meal"
"Mix all ingredients in a bowl., Marinate chicken for 10 minutes on each side in the refrigerator., Cook chicken in a pan over medium heat for 5 minutes a side or until cooked through., Lower heat and pour in the marinade and simmer chicken for 5 minutes per side.","Balsamic Chicken","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/70/95/picFrN1fj.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/70/95/picC4nys0.jpg","Poultry, Meat, European, < 60 Mins","NA, 1/3, 1/2, 2, 1, 1, 1","boneless chicken breast, chicken broth, white sugar, salt, garlic","5","1","417095","Chicken"
"Place all ingredients, except coriander or parsley and olive oil, in a food processor and process into a somewhat thick paste, adding a little water as necessary., Taste and adjust flavours to taste., Place on a serving platter and sprinkle with fresh coriander or chopped parsley and extra virgin olive oil just before serving.","Chickpea and Tamarind Dip (Hummus Bi Tamar Hindi)","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/73/39/picrzpKKM.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/73/39/picr2slMu.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/73/39/picM2sIZH.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/73/39/picNleaFg.jpg","Beans, Iraqi, Southwest Asia (middle East), Asian, Lactose Free, Egg Free, Free Of..., Ramadan, Brunch, < 15 Mins, Small Appliance, Easy","2, 3, 2, 1 1/2, NA, NA, NA, NA, 1, 1, NA","canned chick-peas, tahini, tamarind paste, fresh ginger, sea salt, fresh ground black pepper, fresh lemon juice, garlic, cilantro leaves, flat leaf parsley, extra virgin olive oil, water","5","6","417339","Spreads"
"Toast cumin and fennel seeds then coarsely crush using a mortar and pestle., Whisk tamarind concentrate into hot water until dissolved, then whisk in honey (to taste), oil, salt, and pepper until blended. Add tomatoes and toasted seeds and toss to coat. Let stand at room temperature 1 hour, then season with salt to taste. (We found if it sat many more hours in the fridge it was not to our tastes at all because the fennel flavour became stronger.).","Cherry Tomatoes With Tamarind Dressing","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/73/44/picDXi81E.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/73/44/picz5kQAs.jpg","Southwest Asia (middle East), Asian, Lactose Free, Low Protein, Low Cholesterol, Egg Free, Free Of..., Weeknight, < 15 Mins, Easy","1/2, 1/2, 2, 2, 1 -2, 1, 1/4, 1/4, 3","cumin seed, fennel seed, tamarind paste, hot water, honey, extra virgin olive oil, salt, black pepper, cherry tomatoes","5","5","417344","Salad Dressings"
"1.tPreheat oven to 350*., 2.tMix together first five ingredients in a large bowl., 3.tButtermilk and egg; whisk together in a small bowl. Fold into dry ingredients., 4.tFold last two ingredients into batter., 5.tPlace dough out and form into a circle., 6.tCut into 8 pieces (like a pizza)., 7.tBake for 15 minutes.","Scones","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/84/06/picIf9jsj.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/84/06/picAaFQmt.jpg","Quick Breads, Breads, Brunch, < 30 Mins","2 1/2, 1/4, 2, 1/2, 1/2, 3/4, 1, 1/2, 1","flour, sugar, baking powder, salt, butter, buttermilk, egg, dried cranberries, lemon peel","4.5","2","418406","Scones"
"Cook pasta as directed on package. Meanwhile, heat oil in large nonstick skillet on medium heat. Add chicken; cook and stir 7 minute or until cooked through., Stir in milk and cream cheese spread; cook 3 minute or until cream cheese spread is completely melted and mixture is well blended. Add peppers, Parmesan cheese and pesto; stir. Cook 3 minute or until heated through, stirring occasionally., Drain pasta. Add to cream cheese mixture; toss to coat.","Chicken Alfredo Pesto Pasta","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/85/97/picZXDlIO.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/85/97/picb0gIrV.jpg","Poultry, Cheese, Meat, < 30 Mins, Stove Top, Easy","8, 2, 1, 2, 1/2, 1, 1/4, 2","angel hair pasta, boneless skinless chicken breast, milk, cream cheese spread, parmesan cheese, pesto sauce","4.5","4","418597","Chicken"
"Place the potatoes, garlic, salt and pepper in a slow cooker. Stir to coat., Season the pork roast with salt and pepper. Lay atop the potatoes., Pour the sauerkraut (including liquid) over the roast, sprinkle with caraway seeds., Cook in slow cooker on Low 8-10 hours.","Slow Cooker German-Style Pork Roast","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/42/08/99/pici0VeuE.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/42/08/99/picbyN2TN.jpg","Pork, Potato, Vegetable, Meat, German, European, Weeknight, Easy","6, 1, NA, 1, 32, 2","white potatoes, garlic, boneless pork loin roast, sauerkraut, caraway seeds","5","2","420899","One Dish Meal"
"Add ingredients to blender and blend until smooth., Transfer to a small saucepan and bring to just boiling., Simmer uncovered 5 minutes, stirring occasionally., Serve warm, not hot.","Warm Citrus Salad Dressing","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/42/25/52/pic8vbVpJ.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/42/25/52/picmi8oeB.jpg","NA","1/2, 1/3, 2, 2, 1, 1, 1/4, 1/4, 1/8","strawberry, canola oil, lemon peel, lemon juice, sugar, chili powder, pepper, salt","5","1","422552","< 15 Mins"
"In a large pot or Dutch oven, heat oil over medium high heat; add chicken and brown on all sides, about 10 minutes., Stir in butter, garlic, saffron, and cilantro; cook another 10 minutes, stirring, to be sure garlic and spices evenly coat the chicken., Add water and bring to a boil; reduce heat and simmer until chicken is tender, about 25 minutes., Stir in olives and lemon juice; simmer 8 minutes., Season with salt and pepper; serve over couscous or rice.","Algerian Chicken and Olive Stew","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/42/32/35/piciKu9nR.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/42/32/35/picBkh7KN.jpg","Chicken, Poultry, Meat, African, Very Low Carbs, < 4 Hours","2, 2, 1, 4, 1, 1, 1, 8, 1, NA","olive oil, boneless skinless chicken breasts, butter, garlic cloves, saffron, cilantro, water, kalamata olives, lemon","5","2","423235","Stew"
"Combine 1/2 cup sugar and the lemon peel; set aside., In a large bowl, combine the flour, salt and tablespoon sugar. Beat the eggs, milk and butter; stir into dry ingredients and mix well., Pour batter by 1/2 cupfuls onto a lightly greased hot griddle; turn when set and lightly browned. Cook 1 minute longer., Immediately sprinkle each pancake with lemon sugar mixture; roll up and keep warm. Top with sour cream and preserves.","Rolled Swedish Pancakes","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/42/33/78/picKcds4M.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/42/33/78/picSkIhVV.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/42/33/78/picH2uJLl.jpg","NA","1/2, 2, 1 1/2, 1, 1/2, 8, 3, 3, NA","sugar, lemon peel, all-purpose flour, sugar, salt, eggs, milk, butter","5","2","423378","< 30 Mins"
"Combine chayote, chile pepper, cilantro, lemon juice, oil, and vinegar in large bowl., Toss to thoroughly coat., Sprinkle with salt and pepper., Garnish with cilantro springs.","Chayote Salad","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/42/39/17/picyVvQii.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/42/39/17/picfqr7lX.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/42/39/17/pic6iUchG.jpg","Mexican, Low Protein, Vegan, Low Cholesterol, < 15 Mins","3, 1, 1/4, 1, 1/3, 2, NA, NA, NA","chayotes, serrano chili pepper, fresh cilantro, lemon, extra virgin olive oil, apple cider vinegar, salt, fresh ground black pepper, fresh cilantro stem","5","4","423917","Vegetable"
"Heat 2 t. oil in a small skillet over medium-high heat.  Add ginger and garlic to pan; cook 45 seconds, stirring constantly.  Place in a large bowl.  Stir in remaining 1 t. oil, chicken, and next 6 ingredients., Cook noodles according to package directions.  Drain and rinse under cold water; drain again.  Cut noodles into smaller pieces.  Add noodles to bowl; toss well to coat.  Sprinkle with peanuts.","Spicy Asian Noodles With Chicken","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/42/45/36/picO7lw08.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/42/45/36/picCohjJA.jpg","Chicken Breast, Chicken, Poultry, Meat, Thai, Asian, < 30 Mins, Beginner Cook, Easy","1, 1, 2, 2, 1/2, 1/4, 3, 2, 2, 2, 1, 2","fresh ginger, garlic cloves, boneless skinless chicken breasts, green onion, fresh cilantro, low sodium soy sauce, rice vinegar, hoisin sauce, sambal oelek","5","7","424536","Lunch/Snacks"
"In a skillet or wok, heat oil; stir-fry the asparagus, onion and garlic over medium-high heat until tender., Add the almonds, lemon juice, soy sauce and lemon peel; toss gently to coat., Sprinkle with Parmesan cheese (optional).","Stir-Fried Asparagus","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/42/73/95/LuBKxOJRAGZZf11zDxGM-IMG_2954.JPG, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/42/73/95/csa4iCkZQVKxqN2J2GVv-DSC_0393_zps98e99248.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/42/73/95/picp1wQ6d.jpg","Low Protein, Low Cholesterol, < 30 Mins, Easy","1, 3, 1, 1, 2, 2, 1, 1/2, 1","olive oil, fresh asparagus, onion, garlic clove, lemon juice, soy sauce, lemon peel, parmesan cheese","5","6","427395","Vegetable"
